,Election,CandidateID,CandidateName,Date,Name,ContributerType,BoroughName,City,State,ZipCode,ContributionState,Amount,MatchAmt,PrevAmt,PayMethod,TotalAmount
194,2017,326,"de Blasio, Bill",2016-07-11,UAW Region 9A,Political Action Committee,Other,Farmington,CT,6032.0,,4950.0,0.0,0.0,Check,4950.0
195,2017,326,"de Blasio, Bill",2016-07-11,UAW Region 9A PAC Council,Political Action Committee,Other,Farmington,CT,6032.0,,2000.0,0.0,0.0,Check,2000.0
196,2017,2071,"Malliotakis, Nicole",2017-09-18,UFOA 527 ACCOUNT,Labor Union,Manhattan,New York,NY,10038.0,,500.0,0.0,0.0,Check,500.0
197,2017,326,"de Blasio, Bill",2016-07-07,UFT Cope,Labor Union,Manhattan,New York,NY,10010.0,,4950.0,0.0,0.0,Check,4950.0
198,2017,326,"de Blasio, Bill",2016-07-11,Uniformed Fire Officers Assoc,Labor Union,Manhattan,New York,NY,10007.0,,4950.0,0.0,0.0,Check,4950.0
199,2017,2071,"Malliotakis, Nicole",2017-08-31,UNIFORMED FIRE OFFICERS ASSOCI,Political Action Committee,Manhattan,New York,NY,10038.0,,500.0,0.0,0.0,Check,500.0
200,2017,326,"de Blasio, Bill",2015-10-15,Uniformed Sanitationmen's Assn,Labor Union,Manhattan,New York,NY,10038.0,,4950.0,0.0,0.0,Check,4950.0
201,2017,326,"de Blasio, Bill",2017-08-17,UNITE HERE Local 1,Labor Union,Other,Chicago,IL,60605.0,,4950.0,0.0,0.0,Other,4950.0
202,2017,326,"de Blasio, Bill",2016-07-08,UNITE Here Local 100,Labor Union,Manhattan,New York,NY,10001.0,,4950.0,0.0,0.0,Check,4950.0
203,2017,326,"de Blasio, Bill",2017-07-25,UNITE HERE Local 2 PAC,Party Committee,Other,San Francisco,CA,94102.0,,4950.0,0.0,0.0,Other,4950.0
204,2017,326,"de Blasio, Bill",2017-04-10,Unite Here Local 49,Labor Union,Other,Sacramento,CA,95815.0,,1500.0,0.0,0.0,Check,1500.0
205,2017,326,"de Blasio, Bill",2017-01-11,UNITE Here TIP State & Local F,Political Action Committee,Manhattan,New York,NY,10001.0,,4950.0,0.0,0.0,Check,4950.0
206,2017,326,"de Blasio, Bill",2017-04-13,Unite Here Union Local 19,Labor Union,Other,San Jose,CA,95131.0,,1500.0,0.0,0.0,Check,1500.0
207,2017,326,"de Blasio, Bill",2017-03-03,Unite Here Union/Local 450,Labor Union,Other,Forest Park,IL,60130.0,,4950.0,0.0,0.0,Check,4950.0
208,2017,326,"de Blasio, Bill",2017-03-03,United Association of Journeym,Labor Union,Other,Annapolis,MD,21401.0,,4950.0,0.0,0.0,Check,4950.0
209,2017,326,"de Blasio, Bill",2017-03-03,United Association of Journeym,Labor Union,Other,Annapolis,MD,21401.0,,-4950.0,0.0,0.0,Unknown,-4950.0
210,2017,326,"de Blasio, Bill",2017-01-10,United Food and Commercial Wor,Labor Union,Other,Washington,DC,20006.0,,4950.0,0.0,0.0,Check,4950.0
211,2017,326,"de Blasio, Bill",2017-03-09,United Food and Commercial Wor,Labor Union,Other,Washington,DC,20006.0,,4950.0,0.0,4950.0,Check,9900.0
212,2017,326,"de Blasio, Bill",2017-01-10,United Food and Commercial Wor,Labor Union,Other,Washington,DC,20006.0,,-4950.0,0.0,0.0,Unknown,-4950.0
213,2017,326,"de Blasio, Bill",2017-01-04,"USW D-4 NY, NJ, DE, ME",Political Action Committee,Other,Cheektowaga,NY,14225.0,,2500.0,0.0,0.0,Check,2500.0
214,2017,326,"de Blasio, Bill",2017-11-05,Van Bramer 2017,Political Action Committee,Manhattan,New York,NY,10016.0,,4950.0,0.0,0.0,Check,4950.0
215,2017,326,"de Blasio, Bill",2017-11-07,Voice of Teachers for Educatio,Political Action Committee,Other,Latham,NY,12110.0,,4950.0,0.0,0.0,Check,4950.0
